Species ID	Species Name	Gene ID	Gene Symbol	Additional Implicated Gene ID	Additional Implicated Gene Symbol	Gene Association	Genetic Entity ID	Genetic Entity Name	Genetic Entity Type	Genetic Entity Association	Disease Qualifier	Disease ID	Disease Name	Evidence Code	Evidence Code Abbreviation	Evidence Code Name	Experimental Conditions	Genetic Modifier Relation	Genetic Modifier IDs	Genetic Modifier Names	Strain Background ID	Strain Background Name	Genetic Sex	Notes	Annotation Type	Based On ID	Based On Symbol	Source	Source URL	Reference	Date
NCBITaxon:9606	Homo sapiens	HGNC:1938	CHKB			is_implicated_in	HGNC:1938	CHKB	gene	is_implicated_in	susceptibility to	DOID:8986	narcolepsy	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion								Note: DNA:SNP, haplotype:3' utr:c.*257A>G (rs5770917) (human)				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:8986#annot	PMID:18820697	2012-05-22T15:38:47Z
NCBITaxon:9606	Homo sapiens	HGNC:1938	CHKB			is_implicated_in	HGNC:1938	CHKB	gene	is_implicated_in	susceptibility to	DOID:8619	recurrent hypersomnia	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion								Note: DNA:SNP: :rs5770917 (human)				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:8619#annot	PMID:19404393	2012-05-22T15:39:17Z
NCBITaxon:9606	Homo sapiens	HGNC:2367	CRP			is_implicated_in	HGNC:2367	CRP	gene	is_implicated_in		DOID:0050848	obstructive sleep apnea	ECO:0000314	IDA	direct assay evidence used in manual assertion												RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:21493247	2011-04-26T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:2384	CRY1			is_implicated_in	HGNC:2384	CRY1	gene	is_implicated_in	susceptibility to	DOID:0111141	delayed sleep phase syndrome	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion												OMIM via RGD	https://www.omim.org/MIM:OMIM:601933	RGD:7240710	2022-08-25T00:57:15Z
NCBITaxon:9606	Homo sapiens	HGNC:2452	CSNK1D			is_implicated_in	FB:FBal0183221	Hsap\CSNK1D<sup>UAS.T44A</sup>	Allele	is_implicated_in		DOID:0050628	advanced sleep phase syndrome	ECO:0007013	CEA	combinatorial experimental and author inference evidence used in manual assertion									manually_curated			FB	https://flybase.org/cgi-bin/cvreport.html?id=DOID:0050628	PMID:15800623	
NCBITaxon:9606	Homo sapiens	HGNC:2452	CSNK1D			is_implicated_in	HGNC:2452	CSNK1D	gene	is_implicated_in		DOID:0110012	advanced sleep phase syndrome 2	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion												OMIM via RGD	https://www.omim.org/MIM:OMIM:600864	RGD:7240710	2018-01-30T19:16:33Z
NCBITaxon:9606	Homo sapiens	HGNC:2452	CSNK1D			is_implicated_in	MGI:3837652	Tg(CSNK1D*,-EGFP)827Yfu/?  [background:] involves: C57BL/6 * SJL	genotype	is_model_of		DOID:0110012	advanced sleep phase syndrome 2	ECO:0000033	TAS	author statement supported by traceable reference									manually_curated			MGI	http://www.informatics.jax.org/allele/genoview/MGI:3837652	PMID:15800623	2013-05-13T15:36:42Z
NCBITaxon:9606	Homo sapiens	HGNC:2452	CSNK1D			is_implicated_in	MGI:3837653	Tg(CSNK1D*,-EGFP)816Yfu/?  [background:] involves: C57BL/6 * SJL	genotype	is_model_of		DOID:0110012	advanced sleep phase syndrome 2	ECO:0000033	TAS	author statement supported by traceable reference									manually_curated			MGI	http://www.informatics.jax.org/allele/genoview/MGI:3837653	PMID:15800623	2013-05-13T15:36:30Z
NCBITaxon:9606	Homo sapiens	HGNC:10643	CXCL6			is_marker_for	HGNC:10643	CXCL6	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: protein:increased expression:serum				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:15988615	2011-01-28T06:00Z
NCBITaxon:9606	Homo sapiens	HGNC:2577	CYBA			is_marker_for	HGNC:2577	CYBA	gene	is_marker_for	severity of	DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: mRNA, protein:increased expression:sputum, macrophage, neutrophil				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:20367952	2010-11-16T06:00Z
NCBITaxon:9606	Homo sapiens	HGNC:17451	CYSLTR1			is_marker_for	HGNC:17451	CYSLTR1	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: protein:increased expression:tonsil, T cell				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:18490405	2010-11-19T06:00Z
NCBITaxon:9606	Homo sapiens	HGNC:18274	CYSLTR2			is_marker_for	HGNC:18274	CYSLTR2	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: protein:increased expression:tonsil, T cell				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:18490405	2011-07-27T21:27:26Z
NCBITaxon:9606	Homo sapiens	HGNC:3176	EDN1			is_marker_for	HGNC:3176	EDN1	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: protein:increased secretion:plasma (human)				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:17198911	2010-10-21T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:3176	EDN1			is_implicated_in	HGNC:3176	EDN1	gene	is_implicated_in		DOID:0050848	obstructive sleep apnea	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion								Note: DNA:polymorphism:exon:p.K198N (human)				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:18580062	2010-10-22T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:3179	EDNRA			is_implicated_in	HGNC:3179	EDNRA	gene	is_implicated_in		DOID:0050848	obstructive sleep apnea	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion								Note: DNA:polymorphism: :-231G>A (human)				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:20083432	2011-02-18T06:00Z
NCBITaxon:9606	Homo sapiens	HGNC:4265	GHRH			is_marker_for	HGNC:4265	GHRH	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: protein:decreased expression:plasma (human)				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:16750036	2012-02-09T19:14:14Z
NCBITaxon:9606	Homo sapiens	HGNC:4326	GLRA1			is_implicated_in	MGI:5140029	Tg(Thy1-GLRA1*R271Q)300Wha/0  [background:] involves: C57BL/6 * DBA/2	genotype	is_model_of		DOID:9091	REM sleep behavior disorder	ECO:0000033	TAS	author statement supported by traceable reference									manually_curated			MGI	http://www.informatics.jax.org/allele/genoview/MGI:5140029	PMID:21562273	2017-06-13T13:56:27Z
NCBITaxon:9606	Homo sapiens	HGNC:4847	HCRT			is_marker_for	HGNC:4847	HCRT	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: protein:decreased expression:plasma:independent of level of somnolence or obesity				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:15627867	2007-03-30T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:4847	HCRT			is_implicated_in	HGNC:4847	HCRT	gene	is_implicated_in		DOID:8986	narcolepsy	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion								Note: DNA:polymorphism:5' UTR:3250C/T, all patients found heterozygous for the 3250T allele				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:8986#annot	PMID:11148249	2007-03-30T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:4847	HCRT			is_implicated_in	HGNC:4847	HCRT	gene	is_implicated_in		DOID:8986	narcolepsy	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion								Note: early-onset narcolepsy; DNA:transversion:CDS:amino acid L16R; mutation only found in a single case				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:8986#annot	PMID:10973318	2007-03-30T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:4847	HCRT			is_implicated_in	HGNC:4847	HCRT	gene	is_implicated_in		DOID:8986	narcolepsy	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion												OMIM via RGD	https://www.omim.org/MIM:OMIM:602358	RGD:7240710	2018-01-30T19:16:33Z
NCBITaxon:9606	Homo sapiens	HGNC:4847	HCRT			is_not_implicated_in	HGNC:4847	HCRT	gene	is_not_implicated_in		DOID:8986	narcolepsy	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion								Note: DNA:polymorphism:5' UTR:no association with either -909C-T polymorphism or -22T allele (aka 3250T allele)				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:8986#annot	PMID:11723284	2007-03-30T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:4847	HCRT			is_marker_for	HGNC:4847	HCRT	gene	is_marker_for		DOID:8986	narcolepsy	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: mRNA:decreased expression:hypothalamus or protein:decreased expression:brain; in all samples examined				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:8986#annot	PMID:10973318	2007-03-30T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:4940	HLA-DPB1			is_implicated_in	HGNC:4940	HLA-DPB1	gene	is_implicated_in	susceptibility to	DOID:8986	narcolepsy	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion								Note: DNA:polymorphisms, haplotypes: :multiple (human)				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:8986#annot	PMID:25574827	2021-09-30T01:43:10Z
NCBITaxon:9606	Homo sapiens	HGNC:4942	HLA-DQA1			is_implicated_in	HGNC:4942	HLA-DQA1	gene	is_implicated_in	susceptibility to	DOID:8986	narcolepsy	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion								Note: DNA:polymorphisms:cds:multiple				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:8986#annot	PMID:11179016	2011-08-25T20:08:01Z
NCBITaxon:9606	Homo sapiens	HGNC:4944	HLA-DQB1			is_implicated_in	HGNC:4944	HLA-DQB1	gene	is_implicated_in	susceptibility to	DOID:8986	narcolepsy	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion								Note: DNA:polymorphisms:cds:multiple				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:8986#annot	PMID:11179016	2011-08-25T20:08:01Z
NCBITaxon:9606	Homo sapiens	HGNC:4948	HLA-DRB1			is_implicated_in	HGNC:4948	HLA-DRB1	gene	is_implicated_in	susceptibility to	DOID:8986	narcolepsy	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion								Note: DNA:polymorphisms:cds:multiple (human)				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:8986#annot	PMID:11179016	2011-08-25T20:05:57Z
NCBITaxon:9606	Homo sapiens	HGNC:5013	HMOX1			is_marker_for	HGNC:5013	HMOX1	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion												RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:17511582	2010-11-03T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:5141	HP			is_marker_for	HGNC:5141	HP	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion												RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:19566894	2011-08-03T13:43:19Z
NCBITaxon:9606	Homo sapiens	HGNC:5344	ICAM1			is_marker_for	HGNC:5344	ICAM1	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: protein:increased secretion:plasma (human)				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:20004360	2010-11-04T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:5986	IL18			is_implicated_in	HGNC:5986	IL18	gene	is_implicated_in	severity of	DOID:0050847	sleep apnea	ECO:0000314	IDA	direct assay evidence used in manual assertion												RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050847#annot	PMID:19187612	2010-12-10T06:00Z
NCBITaxon:9606	Homo sapiens	HGNC:5992	IL1B			is_marker_for	HGNC:5992	IL1B	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: protein:decreased expression:serum				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:20040038	2010-09-13T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:6018	IL6			is_marker_for	HGNC:6018	IL6	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: protein:increased expression:serum				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:20668869	2010-09-21T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:6019	IL6R			is_marker_for	HGNC:6019	IL6R	gene	is_marker_for		DOID:0050847	sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion												RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050847#annot	PMID:16983050	2011-03-15T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:6553	LEP			is_marker_for	HGNC:6553	LEP	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: protein:increased expression:plasma				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:18606530	2011-03-18T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:6554	LEPR			is_marker_for	HGNC:6554	LEPR	gene	is_marker_for		DOID:0050847	sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion												RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050847#annot	PMID:11896492	2011-03-22T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:6554	LEPR			is_implicated_in	HGNC:6554	LEPR	gene	is_implicated_in	susceptibility to	DOID:0050848	obstructive sleep apnea	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion								Note: DNA:polymorphism:exon:p.Q223R (human)				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:18204169	2011-03-21T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:7176	MMP9			is_marker_for	HGNC:7176	MMP9	gene	is_marker_for	disease progression of	DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: protein:increased expression:palatopharyngeal muscle				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:20836084	2011-03-29T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:7176	MMP9			is_implicated_in	HGNC:7176	MMP9	gene	is_implicated_in		DOID:0050848	obstructive sleep apnea	ECO:0000314	IDA	direct assay evidence used in manual assertion												RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:19652426	2011-04-13T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:7197	MOG			is_implicated_in	HGNC:7197	MOG	gene	is_implicated_in		DOID:8986	narcolepsy	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion												OMIM via RGD	https://www.omim.org/MIM:OMIM:159465	RGD:7240710	2018-01-30T19:16:15Z
NCBITaxon:9606	Homo sapiens	HGNC:7508	MUC1			is_marker_for	HGNC:7508	MUC1	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: protein:increased expression:plasma				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:19336590	2011-04-21T05:00Z
NCBITaxon:9606	Homo sapiens	HGNC:7808	NGF			is_marker_for	HGNC:7808	NGF	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion												RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:17667845	2011-07-29T21:57:19Z
NCBITaxon:9606	Homo sapiens	HGNC:7873	NOS2			is_marker_for	HGNC:7873	NOS2	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: associated with obesity; protein:increased expression:sputum				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:18098375	2011-01-24T06:00Z
NCBITaxon:9606	Homo sapiens	HGNC:7873	NOS2			is_marker_for	HGNC:7873	NOS2	gene	is_marker_for	severity of	DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: protein:decreased expression, decreased phosphorylation:endothelial cell				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:18413499	2011-01-20T06:00Z
NCBITaxon:9606	Homo sapiens	HGNC:7876	NOS3			is_marker_for	HGNC:7876	NOS3	gene	is_marker_for		DOID:9220	central sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: associated with heart failure; protein:decreased expression:serum				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:9220#annot	PMID:16806535	2011-02-01T06:00Z
NCBITaxon:9606	Homo sapiens	HGNC:7876	NOS3			is_marker_for	HGNC:7876	NOS3	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: protein:decreased expression, decreased phosphorylation:endothelial cells				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:20159829	2011-01-31T06:00Z
NCBITaxon:9606	Homo sapiens	HGNC:7876	NOS3			is_marker_for	HGNC:7876	NOS3	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: associated with heart failure; protein:decreased expression:serum				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:16806535	2011-02-01T06:00Z
NCBITaxon:9606	Homo sapiens	HGNC:7876	NOS3			is_implicated_in	HGNC:7876	NOS3	gene	is_implicated_in		DOID:0050848	obstructive sleep apnea	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion								Note: DNA:polymorphism:exon: p. E298D (human)				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:18651156	2011-01-31T06:00Z
NCBITaxon:9606	Homo sapiens	HGNC:7876	NOS3			is_marker_for	HGNC:7876	NOS3	gene	is_marker_for	severity of	DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: protein:increased expression:endothelial cell				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:18413499	2011-01-20T06:00Z
NCBITaxon:9606	Homo sapiens	HGNC:7978	NR3C1			is_marker_for	HGNC:7978	NR3C1	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion								Note: mRNA, protein:increased expression:lymphoid tissue:				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:15611350	2011-02-25T06:00Z
NCBITaxon:9606	Homo sapiens	HGNC:7997	NRG1			is_implicated_in	HGNC:7997	NRG1	gene	is_implicated_in	susceptibility to	DOID:0050848	obstructive sleep apnea	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion								Note: DNA:SNP: :rs10097555(human)				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:25325441	2024-03-25T17:37:14Z
NCBITaxon:9606	Homo sapiens	HGNC:8031	NTRK1			is_marker_for	HGNC:8031	NTRK1	gene	is_marker_for		DOID:0050848	obstructive sleep apnea	ECO:0000270	IEP	expression pattern evidence used in manual assertion												RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050848#annot	PMID:17667845	2011-07-29T21:57:19Z
NCBITaxon:9606	Homo sapiens	HGNC:8846	PER2			is_implicated_in	HGNC:8846	PER2	gene	is_implicated_in		DOID:0050628	advanced sleep phase syndrome	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion								Note: familial advanced sleep-phase syndrome, OMIM:604348, DNA:point mutation:exon:S662G				RGD	https://rgd.mcw.edu/rgdweb/ontology/annot.html?species=Human&x=1&acc_id=DOID:0050628#annot	PMID:11232563	2007-03-08T06:00Z
NCBITaxon:9606	Homo sapiens	HGNC:8846	PER2			is_implicated_in	HGNC:8846	PER2	gene	is_implicated_in		DOID:0110011	advanced sleep phase syndrome 1	ECO:0007191	IAGP	inference by association of genotype from phenotype used in manual assertion												OMIM via RGD	https://www.omim.org/MIM:OMIM:603426	RGD:7240710	2018-01-30T19:16:40Z
